489	370-86	nn			457960,85	8654449,27	35	22		
490	370-87	Pashaco	Schizolobium amazonicum		457960,85	8654449,27	70	28		
491	370-88	Moena	Aniba amazonica		457960,85	8654449,27	85	30		
492	370-89	nn			457960,85	8654449,27	40	17		
493	370-90	Lupuna	Ceiba pentandra		457962,56	8654438,39	45	25		
494	370-91	nn			457962,56	8654438,39	25	20		
495	370-92	Sapote	Quararibea cordata		457962,56	8654438,39	60	30		
496	370-93	Bolaina	Guazuma crinita		457980,59	8654421,40	45	25		
497	370-94	nn			457980,59	8654421,40	25	20		
498	370-95	nn			457980,59	8654421,40	33	15		
499	370-96	Ajosquiro	Gallesia integrifolia		457944,33	8654427,45	100	25		
500	370-97	nn			457944,33	8654427,45	30	20		
501	370-98	Tangarana	Triplaris peruviana		457944,33	8654427,45	30	30		
502	371-1	Peine de mono	Apeiba membranacea		457944,33	8654427,45	50	33		
503	371-2	Nn			457944,33	8654427,45	25	19		
504	371-3	Leche leche	Ficus sp.		457944,33	8654427,45	30	30		
505	371-4	Leche leche	Ficus sp.		457944,33	8654427,45	40	32		
506	371-5	Moena	Aniba amazonica		457991,50	8654403,77	55	32		
507	371-6	Requia	Guarea guidonia		457991,50	8654403,77	35	23		
508	371-7	Leche leche	Ficus sp.		458005,82	8654387,24	30	20	16-OCT-12 10:31:26AM	
509	371-8	Shimbillo	Inga longipes		457992,78	8654365,76	30	20		
510	371-9	nn			457992,78	8654365,76	35	23		
511	371-10	nn			457989,63	8654360,12	25	20		
512	371-11	nn			457989,63	8654360,12	30	23		
513	371-12	nn			457989,63	8654360,12	30	22		
514	371-13	nn			457989,63	8654360,12	30	20		
515	371-14	nn			457989,63	8654360,12	30	21		
516	371-15	Shihuahuaco	Dipteryx micrantha		457979,78	8654346,40	80	35		
517	371-16	nn			457979,78	8654346,40	30	21		
518	371-17	Catahua	Hura crepitans		457960,40	8654321,95	120	30		
519	371-18	Manchinga	Brosimun alicastrum		457960,40	8654321,95	150	33		
520	371-19	nn			457980,99	8654315,25	40	25		
521	371-20	Shimbillo	Inga longipes		457980,99	8654315,25	30	22		
522	371-21	Shimbillo	Inga longipes		457980,99	8654315,25	27	20		
523	371-22	nn			457980,99	8654315,25	35	20		
524	371-23	Moena	Aniba amazonica		457980,99	8654315,25	30	20		
525	371-24	Chimicua	Pseudolmedia laevis		457980,99	8654315,25	40	22		
526	371-25	Misa colorada	Cariniana decandra		457949,11	8654323,23	35	24		
527	371-26	Fariña seca	Celtis schippii		457949,11	8654323,23	50	25		
528	371-27	Peine de mono	Apeiba membranacea		457949,11	8654323,23	60	29		
529	371-28	Yacuchapana	Terminalia oblonga		457949,11	8654323,23	70	22		
530	371-29	nn			457949,11	8654323,23	30	23		
531	371-30	Ubos	Spondias mombin		457949,11	8654323,23	45	25		
532	371-31	Manchinga	Brosimun alicastrum		457958,26	8654342,02	90	35		
533	371-32	nn			457958,26	8654342,02	30	20		
534	371-33	nn			457958,26	8654342,02	40	21		
535	371-34	Estoraque	Myroxylon balsamum		457947,58	8654325,73	100	33		
536	371-35	Sapote	Quararibea cordata		457924,93	8654314,18	40	21		
537	371-36	Shimbillo	Inga longipes		457924,93	8654314,18	25	20		
538	371-37	nn			457924,93	8654314,18	45	25		
539	371-38	Shimbillo	Inga longipes		457924,93	8654314,18	35	23		
540	371-39	Papailla	Jacaratia digitata		457913,74	8654337,68	50	22		
541	371-40	nn			457913,74	8654337,68	45	30	Liana renaquilla	
542	371-41	nn			457913,74	8654337,68	50	22	 	
543	371-42	Peine de mono 	Apeiba membranacea		457913,74	8654337,68	48	20	en realidad es pancho, parecido al p de mono	
544	371-43	nn			457913,74	8654337,68	50	30		
545	371-44	nn			457933,52	8654355,83	70	35		
546	371-45	nn			457933,52	8654355,83	90	33		
547	371-46	nn			457933,52	8654355,83	50	30		
548	371-47	nn			457933,52	8654355,83	35	21		
549	371-48	Caimito	Pouteria caimito		457920,29	8654367,29	70	35		
550	371-49	Nn			457920,29	8654367,29	28	24	resina como agua rojiza	
551	371-50	Shimbillo	Inga longipes		457920,29	8654367,29	45	27		
552	371-51	Moena	Aniba amazonica		457920,29	8654367,29	28	25		
553	371-52	nn			457920,29	8654367,29	50	29		
554	371-53	Requia	Guarea guidonia		457940,71	8654381,64	50	30		
555	371-54	Moena	Aniba amazonica		457940,71	8654381,64	30	25		
556	371-55	Shimbillo	Inga longipes		457940,71	8654381,64	27	24		
557	371-56	nn			457940,71	8654381,64	30	23		
558	371-57	Manchinga	Brosimun alicastrum		457920,97	8654372,15	130	39		
559	371-58	Sapote	Quararibea cordata		457920,97	8654372,15	25	19		
560	371-59	Moena	Aniba amazonica		457920,97	8654372,15	40	25		
561	371-60	nn			457920,97	8654372,15	110	22		
562	371-61	Shimbillo	Inga longipes		457903,20	8654398,17	45	20		
563	371-62	Moena	Aniba amazonica		457903,20	8654398,17	40	23		
564	371-63	Chimicua	Pseudolmedia laevis		457903,20	8654398,17	70	25		
